Unnamed: 0,诗人,文本,朝代,情感,题目,interpretation
1050,毛滂,御沟梅柳寒犹噤，芳草池塘暖尚微。玉色怡融何事喜，一年苔绿遍圜扉。,宋,正面,春词,解释: 这首诗描述了冬天的景象，尤其是在御沟和梅柳之间的区域。诗中提到了梅柳和芳草池塘的景象，以及它们在寒冷的季节中的生长状态。诗中还提到了一年中苔绿的情况，这表明即使在冬天，大自然仍然有生命力。整首诗表达了对大自然的敬畏和感慨。 </s>
2635,葛胜仲,三叹属厌阎没腹，十方皆满凈名箪。定中不敢逃禅饭，卑景何因醉脸丹。,宋,正面,比作黑饭新茶二首未蒙文中县丞宠和走笔再赋以助一笑,释: 这首诗是唐代诗人白居易写的，描述了他在历经苦难后的心境。诗中的“三叹”是指白居易在历经苦难后的感慨，他认为自己的命运很厄运，没有腹中的力量，无法抵抗命运的摧残。诗中的“十方皆满凈名箪”则是指白居易在历经苦难后的感慨，他认为自己的命运很厄运，没有腹中的力量，无法抵抗命运的摧残。诗中的“定中不敢逃禅饭”则是指白居易
1752,白玉蟾,腊雪飞如真脑子，水仙开似小莲花。睡云正美俄惊起，且唤诗僧与斗茶。,宋,正面,冥鸿阁即事,解释: 这首诗描诉了一个冬天的景象，腊雪飞舞，水仙花开放，睡云美丽，但突然间被惊醒。诗人呼唤诗僧和斗茶的人一起欣赏这美景。 </s>
2394,陈师道,此诗此字有谁知，画省郎官自倔奇。罪大从来身万里，政成今有麦三岐。,宋,中立,何郎中出示黄公草书四首,解释: 这首诗是在描述一个人的坚强和勇敢，他在面对困难和挑战时不会轻易放弃。诗中提到了这个人的罪过和身处的困境，但他仍然坚持不懈地努力，最终取得了成功。这首诗传达了一种积极向上的精神，鼓励人们在面对困难时要坚持不懈，不要轻易放弃。 </s>
2588,李商隐,偷桃窃药事难兼，十二城中锁彩蟾。应共三英同夜赏，玉楼仍是水精帘。,唐,负面,月夜重寄宋华阳姊妹,"释: 这首诗描述了一个人在夜晚偷走了一个桃子和一瓶药，但他却被锁在了城中的一个彩蟾之下。他想要与三位英雄一起欣赏这个美景，但是他们都不在。最后，他只能独自享受这个美景，因为他的行为已经被发现了。

这首诗的主题是爱情和犯罪。它描绘了一个人在追求爱情和美好的同时，也犯下了罪行。他的行为让他感到内疚和孤独，但他仍然感到幸福和满足。这首诗也暗示了爱情"
4783,黄裳,炎空方喜雨初过，閒坐又怜风乍来。偶得瑞莲传好信，清思应到雪天梅。,宋,正面,暑中,"释: 这首诗描诉了一个人在炎热的天气中，感到非常高兴，因为雨停了，天气变得凉爽了。他坐在家里，感到孤独和惆怅，但是他又感到很欣慰，因为他听到了一个好消息，这个消息让他感到非常高兴。最后，他想到了一个美丽的梅花，因为梅花在寒冷的冬天开放，它的清香和美丽让人感到温暖和欣慰。

这首诗表达了一个人在孤独和悲伤的时候，仍然能够感到快"
2935,范成大,蜡红枝上粉红云，日丽烟浓看不真。浩荡光风无畔岸，如何锁得杏园春。,宋,正面,云露堂前杏花,解释: 这首诗描述了春天的美景，蜡红枝上粉红云，日丽烟浓看不真，浩荡光风无畔岸，如何锁得杏园春。诗人通过描绘春天的美景，表达了对春天的向往和热爱。 </s>
20,李贺,草暖云昏万里春，宫花拂面送行人。自言汉剑当飞去，何事还车载病身。,唐,负面,出城寄权璩、杨敬之,解释: 这首诗描述了春天万里之间的美景，宫花拂面，送行人。诗人自言汉剑当飞去，但他却被车载着，身体不适。这首诗表达了诗人对自然美景的感受，以及他的身体状况。 </s>
2417,刘克庄,国蹙公卿耻，诸贤强自宽。向来沙市冢，太半徙公安。,宋,负面,即事十绝,解释: 这首诗描述了一个国家的危机和弱势，公卿和贤臣们都感到羞耻和责任重大，但他们却没有采取行动来解决问题。最终，这个国家陷入了危机，许多人都被迫流离失所。 </s>
862,王安石,身随饥马日中行，眼入风沙困欲盲。心气已劳形亦弊，自怜于世欲何营。,宋,负面,真州马上作,解释: 这首诗描述了一个人在饥饿和疲惫的情况下，穿越沙漠的经历。他的眼睛受到风沙的侵蚀，使他的视力受到影响。他感到疲惫和绝望，感到自己在世界上没有什么价值。 </s>
2229,黄庭坚,打荷看急雨，吞月任行云。夜半蚊雷起，西风为解纷。,宋,中立,和凉轩二首,释: 这首诗描述了一个人在夜晚的旅途中所经历的一系列景象。首先，他看到了急雨和满月，这表明他正在经历一段充满变化和不确定性的旅程。接着，他听到了蚊雷的声音，这表明他正在经历一段充满危险和不确定性的旅程。最后，他感受到了西风的吹拂，这表明他正在经历一段充满挑战和不确定性的旅程。整首诗表达了一种充满变化和不确定性的旅程，让人感到充满挑�
3437,陈恭尹,渚西佳丽旧层层，彩薄朱栏画未能。却好夜来徵檄过，黄茅初见一家灯。,明,正面,增城村居即事五首,解释: 这首诗描述了一个美丽的夜晚，渚西的佳丽景色，以及一个家庭的温馨氛围。诗中提到了朱栏画未能，可能是因为夜晚的黑暗和寒冷，但是黄茅初见一家灯，则是一个温暖的家庭氛围。整首诗充满了温馨和浪漫的气息，让人感到舒适和愉悦。 </s>
1254,黄庭坚,满川风雨独凭栏，绾结湘娥十二鬟。可惜不当湖水面，银山堆里看青山。,宋,中立,雨中登岳阳楼望君山二首,解释: 这首诗描述了一个人在满川风雨中独自坐在栏杆上，看着湘娥的十二鬟，感到可惜不能看到湖面上的银山。诗人通过描绘自然景色，表达了对美好事物的渴望和对现实的失落感。 </s>
517,白居易,相思夕上松台立，蛩思蝉声满耳秋。惆怅东亭风月好，主人今夜在鄜州。,唐,负面,题李十一东亭,解释: 这首诗描述了一个人在松台上欣赏秋天的美景，听到蛩鸣和蝉声，感到惆怅和思念。他想起了东亭的美景和主人，感到很悲伤。最后，他知道主人在鄜州，但他无法前往，只能在松台上凝望。 </s>
2240,頋清,看花久不到墙东，不道寒丛也自红。培殖可能符善颂，故应嘉气与君同。,明,正面,数日不过东园澄夫先生有月桂诗见示且归功于封殖之厚次韵奉答时腊月朔也,解释: 这首诗描述了一个人在花园里欣赏花朵的情景。诗中提到，花朵在寒冷的冬天仍然保持着红色，这表明它们具有坚韧不拔的品质。诗人认为，这种品质可能会得到善意的赞美，因此应该与其他人分享这种美好的气氛。 </s>
983,元稹,落魄闲行不著家，遍寻春寺赏年华。野僧偶向花前定，满树狂风满树花。,唐,正面,定僧,解释: 这首诗描述了一个人在追寻春天的美景时，遇到了一个野僧。野僧偶然向花前定，满树狂风满树花。这个人在追寻春天的美景时，也感受到了自然的美妙。 </s>
920,刘家传,苏髯白傅优游地，西子新妆绰约姿。今喜之江树吟帜，羣贤高咏颂明时。,近现代,正面,贺杭州之江诗杜成立二绝,解释: 这首诗描述了苏髯白傅优游地的美景，以及西子新妆绰约姿的美丽。诗中提到了江树吟帜，羣贤高咏颂明时，表达了诗人对美景和美人的赞美和感叹。 </s>
2296,姜夔,松尾飕飕石浪寒，胡啼番曲转声酸。人间无此春风手，应是江妃夜夜弹。,宋,正面,于越亭,解释: 这首诗描述了一个寒冷的夜晚，海浪拍打着岩石，发出凄凉的声音。诗人感叹人间无此春风手，应该是江妃夜夜弹奏琴韵。这首诗表达了诗人对江妃的敬仰之情，以及对春风的向往。 </s>
4345,方回,筑室肇闻开吉卜，弄璋恰喜共良辰。千间广厦连云起，一颗明珠入掌新。,宋,正面,何仁甫作室日生男,解释: 这首诗描述了一个人在建造房屋时的喜悦和幸福感。他感到非常兴奋和满足，因为他的努力和奋斗终于得到了回报。他的房屋高耸入云，象征着他的成就和荣誉。他拥有一颗明珠，象征着他的财富和财富的来源。整首诗传达了一种积极向上的情感，表达了人们在追求幸福和成功时的勇气和决心。 </s>
4225,陆游,莫笑门庭草棘荒，也能随事答年光。半瓶野店沽醇碧，一畚邻园饷矮黄。,宋,正面,秋兴十二首,解释: 这首诗描述了一个人在困难时期的生活状态。他的门庭草木荒芜，但他仍然能够随时应对生活中的挑战。他在野店里买了一瓶醇香的酒，并在邻居的花园里买了一畚矮黄的花。这表明他仍然能够享受生活中的美好，即使处境不佳。 </s>
4221,刘克庄,老梢虑航危，隆栋忧厦颠。危欠维楫尔，颠将覆压焉。,宋,负面,颠危,解释: 这首诗描述了一个人在面对危险和困难时的心态和行为。他担心自己的生命安全，担心自己的房屋和建筑物会倒塌。他感到欠缺支撑，感到自己无法承受压力。他感到自己处于危险之中，无法逃脱。 </s>
838,李之仪,蹇馿破帽耸鸢肩，石里长松欲到天。六月尘埃汗如洗，始知立意不徒然。,宋,中立,题郭熙画扇,释: 这首诗描述了一个人在旅途中的经历。他穿着破旧的衣服，头戴破帽，肩上挑着一个长长的包袱，脚下蹇着一匹瘦马。他走过了许多山谷和峡谷，经历了许多艰难险阻，但他仍然坚定地走着，不屈不挠。最终，他到达了目的地，看到了一片茂密的松林，感到非常欣慰。这首诗表达了一个人在困难面前的坚韧和勇气，以及他对自然的敬畏之情
2405,杨万里,风月暂平分，为霖喜有人。斯堂非浪扁，佐主寿跻民。,宋,正面,题曾景山通判寿衍堂,解释: 这首诗描述了一个人在风雨中的坚韧和勇气，以及他的家庭和社区的幸福和繁荣。诗中提到了风雨和雨水，这些都是自然界的力量，但也是人们生活中必不可少的一部分。诗中还提到了一个人的坚韧和勇气，他在风雨中仍然保持着乐观和希望，这是一种非常珍贵的品质。最后，诗中提到了一个人的家庭和社区的幸福和繁荣，这是一种美好的愿景，也是人们追求的目标。 </s>
4684,王建,桥上车马发，桥南烟树开。青山斜不断，迢递故乡来。,唐,负面,早发汾南,解释: 这首诗描诉了一个人在旅途中的景象，他看到了桥上的车马和桥南的烟树，感受到了青山的斜坡和故乡的远方。这首诗表达了旅途中的孤独和思乡之情。 </s>
2306,范祖禹,海上蟠桃方结子，月中仙桂欲生枝。须知阴德多馀庆，仁者从来与寿宜。,宋,正面,同安诞日赋小诗祝延,解释: 这首诗描述了海上的蟠桃和月中的仙桂，它们都是美味的水果。诗人认为，这些水果的美味与寿命有关，因为它们都是仁慈和善良的象征。因此，这首诗传达了一种积极的信息，即仁慈和善良的人会长寿。 </s>
635,陆游,荒山前头野水边，东行西行不自怜。天公岂亦哀老子，风雨留教终日眠。,宋,中立,出游遇雨而返二首,解释: 这首诗描述了一个人在荒山野水边行走，他不自怜，也不怨天尤人，因为他相信天公会给予他帮助。诗中提到了老子，他是一位哲学家，也是一位哀怨者。但是，这位行走的人不同于老子，他相信风雨是天公的教诲，他会在风雨中继续前行，直到他到达目的地。 </s>
906,陆游,暮年世事转悠悠，揽涕凄然类楚囚。不道浑无排遣处，病观周易闷梳头。,宋,负面,遣怀,解释: 这首诗描述了一个人在晚年时的孤独和无助感。他看到周围的人都在经历着各种困难和挫折，而他自己却感到无助和孤独。他感到周易的哲学思想无法帮助他解决问题，只能痛苦地梳理头发。 </s>
636,张耒,伏暑新除风露清，五更山舍一鸡鸣。幽人枕上朦胧睡，卧看东冈次第明。,宋,正面,绝句,解释: 这首诗描述了一个人在夏天的清晨，享受着新鲜的风和露水的清凉，听着山间的鸡鸣声，感受到幽静的氛围。他躺在床上，看着东冈的景色，感受到了自然的美好。 </s>
2937,程祁,九老当年乐有馀，于今五老更欢娱。乔松百尺倚天外，也许蒿莱入画图。,宋,正面,宴集,解释: 这首诗描诉了九老和五老的乐趣和快乐，以及乔松和蒿莱的美丽景色。九老和五老是古代中国的神祇，他们的乐趣和快乐是指他们的神秘和神圣的力量。乔松和蒿莱是中国传统文化中的美丽景色，乔松是一种高大的松树，蒿莱是一种高大的草本植物。这首诗表达了中国传统文化中的自然美和神秘力量的重要性。 </s>
3343,韩愈,所乐非吾独，人人共此情。往来三伏里，试酌一泓清。,唐,正面,题游息洞（题拟）,解释: 这首诗是唐代诗人白居易写的，表达了他对友情的珍视和感激之情。诗中的“所乐非吾独”表示友情不仅仅属于自己，每个人都有这种情感。“往来三伏里”则是指友情的距离，即三个月的距离。“试酌一泓清”则是比喻友情的纯洁和清澈。整首诗表达了诗人对友情的珍视和感激之情，也表达了友情的纯洁和清澈。 </s>
2299,湛若水,清赏和风天不违，花光水色丽相依。盛将歌管仍仙侣，静倚芙蓉谢宓妃。,明,正面,于席学士院池观莲讌集和张亭溪詹事二首兼呈同会诸公,解释: 这首诗描述了一个美丽的场景，清新的风景和美丽的花朵，以及一对仙侣在一起的情景。诗人描述了这对仙侣的美丽，他们的歌声和管弦乐，以及他们的美丽相互依存。最后，诗人描述了一个美丽的芙蓉花和一个美丽的宓妃，这两个美丽的女人相互依存，形成了一个美丽的画面。 </s>
3523,黄庭坚,偶思暖老庖玄鲫，公遣霜鳞贯柳来。虀臼方看金作屑，鲙盘已见雪成堆。,宋,中立,谢荣绪惠贶鲜鲫,解释: 这首诗描诉了一个冬天的场景，冬天的寒冷和孤独感。诗中提到了一些冬天的特征，如鲫鱼和鲙鱼的鳞片，以及虀臼和鲙盘的形象。诗中的“偶思”表示孤独和思考，而“暖老庖玄鲫”则表示寒冷和孤独的感觉。整首诗描绘了一个冬天的孤独和寒冷的场景。 </s>
4980,郑用锡,亭亭花木恰相宜，添筑高楼景更奇。赢得亲朋相过访，敢誇好客郑当时。,淸,正面,凌虚台,解释: 这首诗描诉了一个美丽的花木亭，它的景色非常适合建造高楼，让人感到惊奇。诗人赢得了亲朋好友的访问，并自豪地夸赞自己是一个好客。 </s>
1424,张孝祥,午窗溜雨忽潺潺，想见欣然阡陌间。敬简堂中有新事，水满新池雨满山。,宋,正面,次韵南轩喜雨,解释: 这首诗描述了一个下雨天的场景，诗人想要看到欣然阡陌间的景色，但是午窗溜雨忽潺潺，无法实现。诗人在敬简堂中听到了新鲜的消息，水满新池雨满山，暗示着新的开始和希望。 </s>
777,范成大,曲浦弯环绕县青，一杯閒客两飘零。琵琶不语苍烟暮，山水清音著意听。,宋,负面,清音堂与赵德庄太常小饮在馀干琵琶洲傍洲以形似得名,解释: 这首诗描述了一个美丽的自然风景，包括曲浦弯环绕县青和苍烟暮的山水景色。诗人在这里欣赏琵琶的美妙音乐，并感受到了自然的清新和美好。 </s>
4424,宁献王,暖日烘晴淑气嘉，春风先发上林花。莺朋燕友时相得，似识东城帝子家。,明,正面,宫词一百七首（录七十首）,解释: 这首诗描述了春天的美好景象，暖日照耀着淑气，春风吹拂着林间的花朵，让人感到温暖和舒适。诗中还提到了莺朋和燕友，这些小鸟在春天的时候会相互聚集，享受着春天的美好。最后，诗中提到了东城帝子家，这是一个富有的家庭，他们的生活也应该是美好的。整首诗表达了春天的美好和希望，让人感到温暖和舒适。 </s>
648,刘宰,万钉宝带诚堪羡，七字成诗喜欲狂。世事浮华有真趣，赠君一笑作行囊。,宋,正面,赠沈术士号金腰带,解释: 这首诗描述了一个人的财富和才华，他拥有许多宝石和珠宝，并且能够用七个字写出一首优美的诗歌。他认为世界上的事物都是浮华的，但是他也能从中找到真正有趣的东西。最后，他送给读者一个笑容，并将其视为他的行囊。这首诗表达了一个人对财富和才华的追求，以及他对世界的看法。 </s>
3265,白玉蟾,影上酥花峭，枝头蜡糁清。姮娥约滕六，夜半过江城。,宋,正面,梅花,解释: 这首诗描述了姮娥和滕六在夜晚约会的情景。在诗中，“影上酥花峭”描述了姮娥和滕六在山峰之间的约会场所，“枝头蜡糁清”则描述了他们在树枝上的约会情景。最后，“姮娥约滕六，夜半过江城”则是他们在江边的约会场所。整首诗通过细腻的描写，展现了姮娥和滕六的约会场所和情景，让人感受到他们的纯洁和美好。 </s>
135,文天祥,名贤慎出处，志士怀感伤。犹残数行泪，引古惜兴亡。,宋,负面,第一百八十三,解释: 这首诗描述了一个名贤慎出处的人物，他的志士怀感伤，因为他们知道这个人物的出处是悲剧性的。他们残留下来的数行泪水，是为了悲哀古代的兴亡。这首诗表达了对历史的感慨和对人物的敬仰。 </s>
4761,苏轼,乞墦何足羡，负米可忘艰。莫为无车马，含羞入剑关。,宋,正面,伯父《送先人下第归蜀》诗云：「人稀野店休安枕路入灵关稳跨驴」安节将去为诵此句因以为韵作小诗十四首送之,解释: 这首诗是唐代诗人白居易写的，表达了他对于贫穷生活的感慨和对于财富的渴望。诗中的“乞墦何足羡”表示贫穷的生活让人感到羡慕，但是负米可以忘却艰辛。诗中的“莫为无车马”表示财富的渴望，但是含羞入剑关，意味着财富并不是万能的，也不能解决所有问题。整首诗表达了诗人对于财富和贫穷的思考和感慨。 </s>
2800,朱淑真,不许蟾蜍此夜明，始知天意是无情。何当拔去闲云雾，放出光辉万里清。,宋,正面,中秋夜不见月,解释: 这首诗描述了一个人在夜晚的时候，看到了蟾蜍的光芒，但是他并不知道这是天意的意思。他想要拔去闲云雾，让光辉万里清晰可见，但是他并不知道如何去做。这首诗表达了人们在面对困难和挑战时，需要勇气和决心去克服它们，而不是退缩和放弃。 </s>
3939,宋祁,轻烟变渚色，寒浪啮堤痕。鸟去枝犹动，沙颓水暂浑。,宋,中立,小渚,解释: 这首诗描述了一个寒冷的冬天的景象。轻烟变渚色，暗示着冬天的气息，寒浪啮堤痕，暗示着冬天的寒冷。鸟去枝犹动，暗示着冬天的孤独感。沙颓水暂浑，暗示着冬天的孤独感。整首诗描绘了冬天的孤独感和寒冷感。 </s>
3358,范仲淹,萧洒桐庐郡，春山半是茶。新雷还好事，惊起雨前芽。,宋,正面,萧洒桐庐郡十绝,解释: 这首诗描述了春天的景象，春山半是茶，新雷还好事，惊起雨前芽。这些景象都是春天的特征，诗人通过这些景象来表达春天的美好和生机勃勃的感觉。 </s>
3645,高启,白发相邀出后厅，莫辞为唱雨霖铃。如今人尽怜年少，谁肯同来特地听。,明,负面,吴别驾宅闻老妓陈氏歌,解释: 这首诗描述了一个老人和一个年轻人在室内唱歌，老人的白发和年轻人的皮肤相互照耀。诗人感到孤独和寂寞，因为没有人愿意听他们唱歌。 </s>
368,杨万里,万松不掩一枫丹，烟怕山狂约住山。却被沙鸥恼人损，作行飞去略无还。,宋,中立,晚望二首,释: 这首诗描述了一棵枫树在山林中的孤独和坚韧不拔的精神。诗中的“万松不掩一枫丹”表示即使在众多树木的掩映下，这棵枫树依然独立地生长着，充满了坚韧不拔的精神。诗中的“烟怕山狂约住山”则表示这棵枫树在山林中的孤独，但它依然坚定地生长着，不受周围环境的影响。最后，诗中的“却被沙鸥恼人损
4751,杨万里,眊矂浑如病起初，冬烘又似酒醒馀。睡乡幸有闲田地，不放诗人僦一居。,宋,正面,不睡四首,解释: 这首诗描述了诗人在乡村的生活，他描述了乡村的景色和氛围，以及他在那里的感受。他描述了乡村的田地和冬天的景象，以及他在那里的感受。他感到很幸福，因为他有一个闲暇的地方，可以放松和创作诗歌。 </s>
2114,杨万里,桃花薄相点燕脂，输与梨花雪作肌。只有垂杨不脂粉，缕金铺翠衬腰支。,宋,中立,万安道中书事三首,解释: 这首诗描述了春天的景象，其中桃花和燕脂是春天的象征，梨花和雪是春天的美丽景象。唯一不脂粉的垂杨则是春天的另一种美丽景象。整首诗通过描绘春天的美景，表达了春天的生机和活力。 </s>
868,张元干,薰炉玉煖云生岫，晓鉴鸾窥翠扫空。未许尊前听金缕，两公新句漫争雄。,宋,中立,祖颖漕使希道使君以绝句相酬答聊成二章解嘲并发一笑,"释: 这首诗描述了一个美丽的场景，一个炉子里的火焰燃烧着，它的光芒照亮了周围的云彩和山峰。在这个场景中，一只鸾鸟窥视着翠绿的草地，似乎在寻找食物。诗人描述了这个场景的美丽和神秘，并表达了他对自然的敬畏之情。

在这首诗中，诗人提到了两个人物，一个是尊贵的人物，另一个是新的诗人。他们之间似乎存在着一种竞争关系，但是诗人并没有明确表达出"
2825,刘禹锡,偶然相遇人间世，合在增城阿姥家。有此倾城好颜色，天教晚发赛诸花。,唐,正面,思黯南墅赏牡丹,解释: 这首诗描诉了一个偶然相遇的故事，两个人在增城阿姥家相遇，他们的相遇让城市变得更加美丽，吸引了人们的注意。诗中的“天教晚发赛诸花”表达了这种美丽的力量，即使是晚年也能够吸引人们的注意。 </s>
1832,陆游,老去惟思日月迟，更堪青鬓总成丝。无端催取流年去，最恨溪头布谷儿。,宋,负面,枕上闻布谷声,解释: 这首诗描述了一个人在老去的时候，思念日月的流转和青春的逝去。他感到无端催促时间的流逝，最恨溪头布谷儿的声音，因为它们提醒他时间的流逝和青春的消逝。 </s>
2446,程嘉燧,樽前犹见古秦青，传似韩娥旧典型。千载伤心事何限，长流哀怨入青冥。,明,负面,西湖逢曹莘野二首（丁卯在金陵汪景纯旧馆教歌妓）,解释: 这首诗描述了古代秦国青年的悲剧命运，他们的爱情被迫离婚，而且他们的爱情故事被传颂了千年，仍然令人感到伤心和哀怨。 </s>
2814,李之仪,厌厌酒病结春阴，邻笛传来恨更深。拟借春风联袂去，遏云佳处托知音。,宋,负面,饷茶不容少待二绝,解释: 这首诗描述了作者在春天的感受，他感到厌厌酒病的痛苦，春阴也让他感到沮丧。他想借助春风和知音一起去旅行，让自己的心情得到缓解。 </s>
2177,张孝祥,松行石磴两崎岖，此去长安路更迂。底个官侬强健在，葛巾芒屩自骑馿。,宋,中立,题胡敦约山行图,解释: 这首诗描诉了一个人在旅途中的经历。他穿过了崎岖的山路，经过了长安路更迂的路段，最终到达了目的地。在旅途中，他坚强健康，不需要依靠任何人的帮助。他自己骑着马，穿着葛巾，吃着自己的食物，不需要依靠任何人的帮助。这首诗传达了一个人在旅途中的坚强和自立的精神。 </s>
2879,黄遵宪,窅娘侧足跛行苦，楚国纤腰饿死多。说向妆台供媚妾，人人含笑看梨涡。,淸,负面,己亥杂诗,解释: 这首诗描述了一个女子的苦难和她的命运。她的脚跛了，走路很艰难，她的腰也很纤细，很容易饿死。她被迫在妆台上供媚妾，听从别人的命令，她的眼睛里含着泪水，但她的脸上却带着微笑。这首诗表达了女性在古代社会中的困境和她们的命运。 </s>
4901,杨万里,树树低桑不要梯，溪溪新涨总平堤。杜鹃知我归心急，林外飞来头上啼。,宋,负面,春尽舍舟馀杭雨后山行二首,"释: 这首诗描述了一个人在旅途中的经历。他看到了一片桑树林，但是桑树太高了，无法爬上去。他看到了一条溪流，它的水流很新，但是它的水位却一直在平稳地上升。他听到了杜鹃的啼叫声，但是他的心里却很焦急，因为他知道他的朋友已经离开了他。

这首诗通过描述自然景色和人物情感，表达了旅途中的孤独和焦虑。诗人看到了美丽的自然景色，但是他感到孤"
4480,毛泽东,飒爽英姿五尺枪，曙光初照演兵场。中华儿女多奇志，不爱红装爱武装。,近现代,正面,七绝·为女民兵题照,释: 这首诗描述了中国人民的勇敢和坚韧不拔的精神，他们不惧困难，不畏惧挑战，敢于担当重任，敢于承担艰苦的劳动。诗中的“五尺枪”代表着中国人民的勇敢和坚韧不拔的精神，“曙光初照演兵场”则代表着中国人民的勇敢和坚韧不拔的精神在历史的长河中的不朽传承。诗中的“中华儿女多奇志”则表达了中国人民的勇敢和坚韧不拔
3108,项安世,寿星合在角亢旁，为尔来临翼轸乡。日向绣床添永算，云纵书观发嘉祥。,宋,正面,十七弟生日用其韵,解释: 这首诗描诉了一个人在寿星合在角亢旁的地方，寿星是指寿星合，是中国传统的寿星，寿星合在角亢旁是指在寿星合的地方，这里是一个吉祥的地方。诗中提到了日向绣床添永算，云纵书观发嘉祥，这些都是吉祥的象征，表示这个人将会有一个长寿的寿命。 </s>
3871,刘克庄,先生受用晚萧然，日晏厨荒突未烟。说与儿童休懒觅，摘来丹实可加笾。,宋,正面,食早荔七首,解释: 这首诗描述了一个人在晚上受用晚萧然，日晏厨荒突未烟的情景。他说出了一些话，告诉儿童们不要懒散，要去摘丹实，因为它们可以加笾。这首诗的意思是告诫人们要勤劳，不要懒散，要勤奋劳动，才能获得更好的收获。 </s>
1662,白居易,烟满秋堂月满庭，香花漠漠磬泠泠。谁能来此寻真谛，白老新开一藏经。,唐,中立,题香山新经堂招僧,解释: 这首诗描述了一个秋天的夜晚，烟雾弥漫，月亮高悬，香花盛开，磬声悠扬。诗人在这里寻找真理，并且白老新开了一本藏经。这首诗表达了诗人对于真理的追求和对于藏经的探索。 </s>
2682,陆游,行穿荦确度谽谺，路跨清溪一木斜。历尽艰危到平地，坏垣攲屋两三家。,宋,中立,纵游深山随所遇记之四首,解释: 这首诗描诉了一个人在行走的过程中，经历了许多艰难险阻，但最终到达了平地，看到了一些坏垣攲屋的房屋。这首诗表达了人们在面对困难时的坚韧和勇气，以及最终克服困难的喜悦感。 </s>
1883,赵抃,喜陪佳客上高台，醉策骅骝薄暮回。黄菊满头堪自笑，朱颜何必为人开。,宋,正面,和何节推重九,解释: 这首诗描述了一个人在高台上与佳客相伴，享受美好时光，并在黄昏时分回到家中。诗中的黄菊满头，暗示着这个人的头发已经白了，但他仍然保持着自信和自尊。最后，诗中的朱颜何必为人开，表达了这个人对自己的美貌和年轻的肯定，并暗示了他对年轻人的嘲讽。 </s>
3059,刘过,玉立堂堂社稷臣，人言忠献是前身。三生昼锦堂前梦，莫忘当年作记人。,宋,中立,代欧阳丞上韩平章,解释: 这首诗描诉了一个人的忠诚和勇气，他在社会上受到了尊重和赞誉，并且在历史上留下了自己的印记。诗中提到了“三生昼锦”，这是一种古代的礼仪，表示对于一个人的荣誉和尊严的赞美。诗中还提到了“当年作记人”，这是一种古代的礼仪，表示对于一个人的勇气和忠诚的赞美。整首诗表达了对于一个人的荣誉和尊严的赞美，以及对于一个人的勇气和忠诚的赞美。 </s>
2220,王汝廉,兄向庙廊荣紫绶，弟从岩谷乐幽栖。生同盛世遭逢异，系出中丞寿算齐。,明,正面,寿静斋兄,"释: 这首诗描诉了两个人的不同命运和生活经历。兄弟之间的关系也是诗中的一个主题。

兄弟之间的关系是诗中的一个主题。兄弟之间的关系是诗中的一个主题。兄弟之间的关系是诗中的一个主题。兄弟之间的关系是诗中的一个主题。兄弟之间的关系是诗中的一个主题。兄弟之间的关系是诗中的一个主题。兄弟之间的关系是诗中的一个主题。兄弟之间的关系是诗中的一个主题。兄弟之间的关系是诗中的一个主题。兄��"
1848,张籍,爱君紫阁峰前好，新作书堂药灶成。见欲移居相近住，有田多与种黄精。,唐,正面,寄王侍御,解释: 这首诗描诉了诗人在紫阁峰前的美景，并表达了他对新居的喜爱。他希望能够在新居中种植黄精，并与邻居相近的人一起居住。 </s>
3628,杨万里,晓翠妨人看远山，小风偏入客衣单。桃花爱做春寒信，只恐桃花也自寒。,宋,负面,二月一日晓渡太和江三首,解释: 这首诗描述了春天的景象，描绘了晓翠的美丽和远山的壮观，同时也描绘了小风吹拂的感觉和桃花的美丽。诗人担心桃花也会受到春寒的影响，因此桃花也会变得寒冷。 </s>
4889,苏轼,三年京国厌藜蒿，长羡淮鱼压楚糟。今日骆驼桥下泊，恣看修网出银刀。,宋,正面,赠孙莘老七绝,解释: 这首诗描述了作者在京国三年的生活，他厌倦了藜蒿和淮鱼，但现在他在骆驼桥下泊，看到修网的人们拿出银刀，感到非常欣喜。这首诗表达了作者对生活的热爱和对美好事物的追求。 </s>
4178,陈师道,龙蛇起伏笔无前，江汉渊回语更妍。好事元须一赏足，藏家不必万人传。,宋,正面,何郎中出示黄公草书四首,解释: 这首诗描述了一个美丽的自然景象，包括龙蛇的起伏和江河的渊回。诗人认为好事应该被一次赏识，而藏家不必让更多人知道。这表达了诗人对自然美景的敬畏和对珍贵事物的保护意识。 </s>
3985,韦庄,送君江上日西斜，泣向江边满树花。若见青云旧相识，为言流落在天涯。,唐,负面,送人归上国,解释: 这首诗是唐代诗人白居易写给他的好友的。诗中描述了一个人在江边泣泪的情景，树上的花朵也在泪水中沉淀。诗人希望他的好友能够在天涯海角中找到自己的归宿。 </s>
