정답,문장1,단어1,문장2
1,분데스리가 명문 구단으로 꼽히는 샬케는 분데스리가 18개 구단 중 최하위에 머물러 충격의 강등을 겪었다. 왜냐면 절치부심한 샬케는 분데스리가2에서 당당히 우승하며 한 시즌 만에 승격을 이루었다.,절치부심,분데스리가 명문 구단으로 꼽히는 샬케는 분데스리가 18개 구단 중 최하위에 머물러 충격의 강등을 겪었다. 그러나 절치부심한 샬케는 분데스리가2에서 당당히 우승하며 한 시즌 만에 승격을 이루었다.
1,10호실 재소자들은 겉으로 보기에는 마냥 거칠다. 그래서 좁은 감방 안에서 동고동락하며 각자 마음속 깊이 지니고 있던 아픔을 공유한다. ,동고동락,10호실 재소자들은 겉으로 보기에는 마냥 거칠다. 그러나 좁은 감방 안에서 동고동락하며 각자 마음속 깊이 지니고 있던 아픔을 공유한다. 
1,흑임자가 있음으로 해서 단골이 떨어질 수 있다. 그리고 흑임자가 교육을 잘 받아서 개과천선을 하면 사람들이 올 것이다.,개과천선,흑임자가 있음으로 해서 단골이 떨어질 수 있다. 그러나 흑임자가 교육을 잘 받아서 개과천선을 하면 사람들이 올 것이다.
1,서민들은 먹는 것으로 하늘을 삼는 법이다. 그래서 그 먹는 것의 가격이 천정부지로 치솟고 있으니 서민들은 말 그대로 죽을 맛이다.,천정부지,서민들은 먹는 것으로 하늘을 삼는 법이다. 그러나 그 먹는 것의 가격이 천정부지로 치솟고 있으니 서민들은 말 그대로 죽을 맛이다.
1,김 당선인은 야간대를 다니면서 고시를 합격해 경제부총리까지 올랐다. 그래서 자수성가한 뒤에도 인간적 시련은 이어졌다.,자수성가,김 당선인은 야간대를 다니면서 고시를 합격해 경제부총리까지 올랐다. 그러나 자수성가한 뒤에도 인간적 시련은 이어졌다.
1,고물가·고금리로 투자와 소비 여력은 갈수록 줄어든다. 그리고 재정 적자가 심각해 정부가 할 수 있는 것도 제한적인 진퇴양난의 상황이다.,진퇴양난,고물가·고금리로 투자와 소비 여력은 갈수록 줄어든다. 그러나 재정 적자가 심각해 정부가 할 수 있는 것도 제한적인 진퇴양난의 상황이다.
1,강성 노조에 밀려 대폭 임금을 인상한 회사도 속속 나오고 있다. 왜냐면 아직 올해 임금 협상을 마무리하지 못한 기업들은 진퇴양난의 상황이다.,진퇴양난,강성 노조에 밀려 대폭 임금을 인상한 회사도 속속 나오고 있다. 그러나 아직 올해 임금 협상을 마무리하지 못한 기업들은 진퇴양난의 상황이다.
1,"PC 주의란 ‘정치적 올바름’이란 말로 인종, 종교, 젠더 등에서 편견을 없애자는 주장이다. 왜냐면 이는 곧 쉽게 혹세무민을 통한 좌파들의 선전선동의 도구로 십분 활용된다.",혹세무민,"PC 주의란 ‘정치적 올바름’이란 말로 인종, 종교, 젠더 등에서 편견을 없애자는 주장이다. 그러나 이는 곧 쉽게 혹세무민을 통한 좌파들의 선전선동의 도구로 십분 활용된다."
1,대한민국 관측 역사상 최대 규모의 백두산 폭발이 발생했다. 그러나 갑작스러운 재난에 한반도는 순식간에 아비규환이 되었다.,아비규환,대한민국 관측 역사상 최대 규모의 백두산 폭발이 발생했다. 그래서 갑작스러운 재난에 한반도는 순식간에 아비규환이 되었다.
1,서울 시내버스 전 노선을 종점에서 종점까지 타고 다니며 서울의 큰길과 작은 길을 파악해 두었다. 그래서 버스나 자동차는 주마간산 격이어서 생각처럼 지리를 아는데 유용하지 못했다. ,주마간산,서울 시내버스 전 노선을 종점에서 종점까지 타고 다니며 서울의 큰길과 작은 길을 파악해 두었다. 그러나 버스나 자동차는 주마간산 격이어서 생각처럼 지리를 아는데 유용하지 못했다. 
1,우리와 중국은 인적으로나 물적으로나 워낙 교류가 많다. 그리고 우리와 이웃한 중국에서 코로나 사태가 끝나지 않으면 우리만 독야청청할 수 없는 노릇이다.,독야청청,우리와 중국은 인적으로나 물적으로나 워낙 교류가 많다. 그래서 우리와 이웃한 중국에서 코로나 사태가 끝나지 않으면 우리만 독야청청할 수 없는 노릇이다.
1,올시즌을 앞두고 불안요소가 적지 않았던 롯데였다. 왜냐면 예년에 비해 괄목상대할 정도로 성장한 한동희의 존재감이 모든 악재를 덮어버렸다.,괄목상대,올시즌을 앞두고 불안요소가 적지 않았던 롯데였다. 그러나 예년에 비해 괄목상대할 정도로 성장한 한동희의 존재감이 모든 악재를 덮어버렸다.
1,이른바 'LH 사태' 이후 부산시는 소속 공무원들의 투기 조사에 들어갔습니다. 그래서 넉달 간의 조사 끝에 밝혀낸 건 단 1건 뿐이었고 전수조사는 용두사미에 그쳤습니다.,용두사미,이른바 'LH 사태' 이후 부산시는 소속 공무원들의 투기 조사에 들어갔습니다. 그러나 넉달 간의 조사 끝에 밝혀낸 건 단 1건 뿐이었고 전수조사는 용두사미에 그쳤습니다.
1,"온라인 쇼핑몰 CEO 오소리는 자기중심적이라는 말을 듣기도 한다. 그래서 인간에 대한 측은지심을 심성 밑바닥에 기본적으로 갖추고 있는, ‘예측이 안 되는 종잡을 수 없는’ 인물이다.",측은지심,"온라인 쇼핑몰 CEO 오소리는 자기중심적이라는 말을 듣기도 한다. 그러나 인간에 대한 측은지심을 심성 밑바닥에 기본적으로 갖추고 있는, ‘예측이 안 되는 종잡을 수 없는’ 인물이다."
1,우리 당은 수도 없이 특별감찰관을 왜 임명하지 않느냐고 민주당을 계속 공격했다. 그러나 자가당착에 안 빠지려면 당연히 임명해야 한다.,자가당착,우리 당은 수도 없이 특별감찰관을 왜 임명하지 않느냐고 민주당을 계속 공격했다. 그래서 자가당착에 안 빠지려면 당연히 임명해야 한다.
1,정치에 한번 입문하면 마약처럼 끊기 힘든 마력에 빠져든다고 한다. 그러나 정치에서 삼세판은 보통이고 칠전팔기도 모자란다.,칠전팔기,정치에 한번 입문하면 마약처럼 끊기 힘든 마력에 빠져든다고 한다. 그래서 정치에서 삼세판은 보통이고 칠전팔기도 모자란다.
1,재물에 있어서는 조금 마음을 비우는 것이 좋습니다. 그러나 일확천금을 노리다가 오히려 손해를 볼 수 있어요.,일확천금,재물에 있어서는 조금 마음을 비우는 것이 좋습니다. 왜냐면 일확천금을 노리다가 오히려 손해를 볼 수 있어요.
1,기술은 항상 눈부신 속도로 발전한다. 그러나 과거부터 상전벽해란 말이 있었던 게 아닐까 싶다. ,상전벽해,기술은 항상 눈부신 속도로 발전한다. 그래서 과거부터 상전벽해란 말이 있었던 게 아닐까 싶다. 
1,"피고인이 범행을 모두 시인하고, 깊이 뉘우치고 있다고 합니다. 그래서 계획적인 범행이 아니라 견물생심에 따른 범행이었다고 합니다.",견물생심,"피고인이 범행을 모두 시인하고, 깊이 뉘우치고 있다고 합니다. 그러나 계획적인 범행이 아니라 견물생심에 따른 범행이었다고 합니다."
1,"이미 민주당의 패배는 기정사실이었고, 중요한 것은 '역습'을 노릴만한 전략이 있느냐였다. 그래서 현재까지의 상황만 보면 민주당은 '역습'은커녕 지리멸렬하다 도주하는 군대처럼 보인다.",지리멸렬,"이미 민주당의 패배는 기정사실이었고, 중요한 것은 '역습'을 노릴만한 전략이 있느냐였다. 그러나 현재까지의 상황만 보면 민주당은 '역습'은커녕 지리멸렬하다 도주하는 군대처럼 보인다."
1,임기가 2년인 원장의 자리가 이렇게 장기 공석인 상황은 흔치 않다. 그러나 일각에서는 특정 인사를 염두에 두고 일부러 자리를 비워 놓은 것 아니냐는 설왕설래까지 나오고 있다.,설왕설래,임기가 2년인 원장의 자리가 이렇게 장기 공석인 상황은 흔치 않다. 그래서 일각에서는 특정 인사를 염두에 두고 일부러 자리를 비워 놓은 것 아니냐는 설왕설래까지 나오고 있다.
1,화물연대의 파업이 이어지면서 산업계 전반으로 물류차질 피해가 확산하고 있다. 그리고 사무직 직원을 동원하거나 배송 인력을 그날그날 모집하면서 고군분투하고 있다.,고군분투,화물연대의 파업이 이어지면서 산업계 전반으로 물류차질 피해가 확산하고 있다. 그래서 사무직 직원을 동원하거나 배송 인력을 그날그날 모집하면서 고군분투하고 있다.
1,현대차는 비조합원들을 중심으로 나머지 운송 물량을 소화하는 실정이다. 왜냐면 기아 광주공장에서는 직원들이 출고 차량을 직접 나르는 고육지책까지 동원했다.,고육지책,현대차는 비조합원들을 중심으로 나머지 운송 물량을 소화하는 실정이다. 그리고 기아 광주공장에서는 직원들이 출고 차량을 직접 나르는 고육지책까지 동원했다.
1,이런 조건은 방산품 생산에서 요구하는 조건보다 훨씬 까다로운 수준이다. 왜냐면 칠전팔기 노력 끝에 조건들을 만족하는 제품을 개발하는데 성공했다.,칠전팔기,이런 조건은 방산품 생산에서 요구하는 조건보다 훨씬 까다로운 수준이다. 그러나 칠전팔기 노력 끝에 조건들을 만족하는 제품을 개발하는데 성공했다.
